CBSA,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,LSAD
37140,"Massac County, IL",14170,14133,13946,13827,13661,County or equivalent
37140,"Ballard County, KY",7730,7713,7687,7642,7582,County or equivalent
37140,"Carlisle County, KY",4820,4807,4761,4719,4704,County or equivalent
37140,"Livingston County, KY",8888,8871,8980,8968,8892,County or equivalent
37140,"McCracken County, KY",67872,67917,67546,67366,67428,County or equivalent
37340,"Palm Bay-Melbourne-Titusville, FL",606621,608775,617900,630707,643979,Metropolitan Statistical Area
37340,"Brevard County, FL",606621,608775,617900,630707,643979,County or equivalent
37460,"Panama City-Panama City Beach, FL",200531,199845,204387,210615,216371,Metropolitan Statistical Area
37460,"Bay County, FL",175208,174525,179520,185210,190769,County or equivalent
37460,"Washington County, FL",25323,25320,24867,25405,25602,County or equivalent
37620,"Parkersburg-Vienna, WV",89489,89330,88870,88480,88052,Metropolitan Statistical Area
37620,"Wirt County, WV",5197,5188,5066,5092,5000,County or equivalent
37620,"Wood County, WV",84292,84142,83804,83388,83052,County or equivalent
37860,"Pensacola-Ferry Pass-Brent, FL",509899,511579,517209,522059,530090,Metropolitan Statistical Area
37860,"Escambia County, FL",321900,322568,323459,323860,326928,County or equivalent
37860,"Santa Rosa County, FL",187999,189011,193750,198199,203162,County or equivalent
37900,"Peoria, IL",368789,367917,365222,362771,362240,Metropolitan Statistical Area
37900,"Marshall County, IL",11752,11717,11668,11671,11683,County or equivalent
37900,"Peoria County, IL",181836,181319,179638,178000,177513,County or equivalent
37900,"Stark County, IL",5395,5382,5284,5313,5218,County or equivalent
37900,"Tazewell County, IL",131341,131086,130412,129610,129541,County or equivalent
37900,"Woodford County, IL",38465,38413,38220,38177,38285,County or equivalent
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6245020,6241967,6253394,6242746,6246160,Metropolitan Statistical Area
37980,"Camden, NJ",1287640,1287367,1293164,1297517,1304786,Metropolitan Division
37980,"Burlington County, NJ",461869,461682,464479,466101,469167,County or equivalent
37980,"Camden County, NJ",523498,523122,524093,524649,527196,County or equivalent
37980,"Gloucester County, NJ",302273,302563,304592,306767,308423,County or equivalent
37980,"Montgomery County-Bucks County-Chester County, PA",2037484,2038001,2052585,2057239,2064510,Metropolitan Division
37980,"Bucks County, PA",646528,646173,647397,645557,645984,County or equivalent
37980,"Chester County, PA",534415,534830,540939,546638,549784,County or equivalent
37980,"Montgomery County, PA",856541,856998,864249,865044,868742,County or equivalent
37980,"Philadelphia, PA",2180629,2177040,2166515,2142709,2127262,Metropolitan Division
37980,"Delaware County, PA",576836,576356,576892,575873,576720,County or equivalent
37980,"Philadelphia County, PA",1603793,1600684,1589623,1566836,1550542,County or equivalent
37980,"Wilmington, DE-MD-NJ",739267,739559,741130,745281,749602,Metropolitan Division
37980,"New Castle County, DE",570713,570918,572029,575254,578592,County or equivalent
37980,"Cecil County, MD",103724,103800,104056,104870,105672,County or equivalent
37980,"Salem County, NJ",64830,64841,65045,65157,65338,County or equivalent
38060,"Phoenix-Mesa-Chandler, AZ",4851102,4875246,4948431,5020870,5070110,Metropolitan Statistical Area
38060,"Maricopa County, AZ",4425102,4445059,4499438,4555833,4585871,County or equivalent
38060,"Pinal County, AZ",426000,430187,448993,465037,484239,County or equivalent
38240,"Pinehurst-Southern Pines, NC",99745,100296,103044,105491,106898,Metropolitan Statistical Area
38240,"Moore County, NC",99745,100296,103044,105491,106898,County or equivalent
38300,"Pittsburgh, PA",2457036,2455323,2450605,2432532,2422725,Metropolitan Statistical Area
38300,"Allegheny County, PA",1250536,1249565,1245220,1232605,1224825,County or equivalent
38300,"Armstrong County, PA",65560,65470,65212,64704,64074,County or equivalent
38300,"Beaver County, PA",168229,167873,166967,165737,165631,County or equivalent
38300,"Butler County, PA",193774,194077,196759,197368,198413,County or equivalent
38300,"Fayette County, PA",128825,128588,127122,125368,123915,County or equivalent
38300,"Lawrence County, PA",86071,85970,85554,84812,84472,County or equivalent
38300,"Washington County, PA",209369,209434,210054,209940,210232,County or equivalent
38300,"Westmoreland County, PA",354672,354346,353717,351998,351163,County or equivalent
38340,"Pittsfield, MA",129039,128619,128376,127547,126818,Metropolitan Statistical Area
38340,"Berkshire County, MA",129039,128619,128376,127547,126818,County or equivalent
38540,"Pocatello, ID",87019,87276,88515,89625,90400,Metropolitan Statistical Area
38540,"Bannock County, ID",87019,87276,88515,89625,90400,County or equivalent
38860,"Portland-South Portland, ME",551737,552577,558302,563159,566329,Metropolitan Statistical Area
38860,"Cumberland County, ME",303065,303585,306107,308837,310230,County or equivalent
38860,"Sagadahoc County, ME",36703,36732,37170,37372,37513,County or equivalent
38860,"York County, ME",211969,212260,215025,216950,218586,County or equivalent
38900,"Portland-Vancouver-Hillsboro, OR-WA",2512843,2518160,2518051,2508928,2508050,Metropolitan Statistical Area
38900,"Clackamas County, OR",421398,422468,423804,423118,423173,County or equivalent
38900,"Columbia County, OR",52593,52724,53202,53607,53880,County or equivalent
38900,"Multnomah County, OR",815418,816514,805319,794563,789698,County or equivalent
38900,"Washington County, OR",600369,601130,602453,600086,598865,County or equivalent
38900,"Yamhill County, OR",107726,107945,108481,108362,108644,County or equivalent
38900,"Clark County, WA",503306,505338,512583,516737,521150,County or equivalent
38900,"Skamania County, WA",12033,12041,12209,12455,12640,County or equivalent
38940,"Port St. Lucie, FL",487660,490112,504443,520873,536901,Metropolitan Statistical Area
38940,"Martin County, FL",158434,158671,160197,161987,163315,County or equivalent
38940,"St. Lucie County, FL",329226,331441,344246,358886,373586,County or equivalent
39150,"Prescott Valley-Prescott, AZ",236210,237217,242352,246230,249081,Metropolitan Statistical Area
39150,"Yavapai County, AZ",236210,237217,242352,246230,249081,County or equivalent
39300,"Providence-Warwick, RI-MA",1676579,1673216,1676848,1673586,1677803,Metropolitan Statistical Area
39300,"Bristol County, MA",579208,576772,579756,579744,581841,County or equivalent
39300,"Bristol County, RI",50789,50784,50774,50307,50255,County or equivalent
39300,"Kent County, RI",170360,170406,171077,171134,171278,County or equivalent
39300,"Newport County, RI",85649,85515,85608,84721,83832,County or equivalent
39300,"Providence County, RI",660728,659963,658782,657424,660615,County or equivalent
39300,"Washington County, RI",129845,129776,130851,130256,129982,County or equivalent
39340,"Provo-Orem-Lehi, UT",671172,675414,698178,715278,732197,Metropolitan Statistical Area
39340,"Juab County, UT",11778,11819,12205,12586,13023,County or equivalent
39340,"Utah County, UT",659394,663595,685973,702692,719174,County or equivalent
39380,"Pueblo, CO",168165,168337,169316,169472,169422,Metropolitan Statistical Area
39380,"Pueblo County, CO",168165,168337,169316,169472,169422,County or equivalent
39460,"Punta Gorda, FL",186825,187995,194934,202582,206134,Metropolitan Statistical Area
39460,"Charlotte County, FL",186825,187995,194934,202582,206134,County or equivalent
39540,"Racine-Mount Pleasant, WI",197735,197568,196505,195961,196613,Metropolitan Statistical Area
39540,"Racine County, WI",197735,197568,196505,195961,196613,County or equivalent
39580,"Raleigh-Cary, NC",1413967,1417455,1451435,1480080,1509231,Metropolitan Statistical Area
39580,"Franklin County, NC",68621,69164,71832,74400,77001,County or equivalent
39580,"Johnston County, NC",215994,217808,227302,234902,241955,County or equivalent
39580,"Wake County, NC",1129352,1130483,1152301,1170778,1190275,County or equivalent
39660,"Rapid City, SD",147393,147800,150814,154029,155974,Metropolitan Statistical Area
39660,"Custer County, SD",8320,8335,8639,9021,9117,County or equivalent
39660,"Meade County, SD",29847,29899,30289,30702,30954,County or equivalent
39660,"Pennington County, SD",109226,109566,111886,114306,115903,County or equivalent
39740,"Reading, PA",428851,428671,429635,431573,432821,Metropolitan Statistical Area
39740,"Berks County, PA",428851,428671,429635,431573,432821,County or equivalent
39820,"Redding, CA",182158,182002,182135,180937,180366,Metropolitan Statistical Area
39820,"Shasta County, CA",182158,182002,182135,180937,180366,County or equivalent
39900,"Reno, NV",549829,551283,559403,562773,564782,Metropolitan Statistical Area
39900,"Lyon County, NV",59236,59465,60961,61628,62583,County or equivalent
39900,"Storey County, NV",4100,4108,4142,4165,4177,County or equivalent
39900,"Washoe County, NV",486493,487710,494300,496980,498022,County or equivalent
40060,"Richmond, VA",1314424,1316646,1326307,1338238,1349732,Metropolitan Statistical Area
40060,"Amelia County, VA",13260,13267,13306,13368,13480,County or equivalent
40060,"Charles City County, VA",6771,6746,6608,6568,6610,County or equivalent
40060,"Chesterfield County, VA",364061,365311,370931,378290,383876,County or equivalent
40060,"Dinwiddie County, VA",27941,27891,27997,28099,28343,County or equivalent
40060,"Goochland County, VA",24730,24855,25529,26162,27197,County or equivalent
40060,"Hanover County, VA",109977,110202,111783,112860,114148,County or equivalent
40060,"Henrico County, VA",334931,334905,334422,334553,334760,County or equivalent
40060,"King and Queen County, VA",6606,6588,6669,6714,6720,County or equivalent
40060,"King William County, VA",17811,17918,18243,18529,19030,County or equivalent
40060,"New Kent County, VA",22944,23123,23963,24952,26134,County or equivalent
40060,"Powhatan County, VA",30343,30450,31230,31585,32105,County or equivalent
40060,"Prince George County, VA",43010,43073,42962,43021,42871,County or equivalent
40060,"Sussex County, VA",10827,10787,10815,10640,10757,County or equivalent
40060,"Colonial Heights city, VA",18170,18189,18225,18278,18393,County or equivalent
40060,"Hopewell city, VA",23031,23009,23073,22790,22752,County or equivalent
40060,"Petersburg city, VA",33463,33396,33411,33462,33309,County or equivalent
40060,"Richmond city, VA",226548,226936,227140,228367,229247,County or equivalent
40140,"Riverside-San Bernardino-Ontario, CA",4599842,4606384,4646486,4669149,4688053,Metropolitan Statistical Area
40140,"Riverside County, CA",2418182,2422993,2453399,2474241,2492442,County or equivalent
40140,"San Bernardino County, CA",2181660,2183391,2193087,2194908,2195611,County or equivalent
40220,"Roanoke, VA",315246,315217,314688,314150,314314,Metropolitan Statistical Area
40220,"Botetourt County, VA",33595,33643,33998,34100,34125,County or equivalent
40220,"Craig County, VA",4892,4875,4886,4858,4843,County or equivalent
40220,"Franklin County, VA",54467,54482,55017,55079,55549,County or equivalent
40220,"Roanoke County, VA",96931,96923,96671,96756,97026,County or equivalent
40220,"Roanoke city, VA",100014,99891,98700,97657,97171,County or equivalent
40220,"Salem city, VA",25347,25403,25416,25700,25600,County or equivalent
40340,"Rochester, MN",226337,226576,227540,228134,229077,Metropolitan Statistical Area
40340,"Dodge County, MN",20866,20889,20952,20992,21088,County or equivalent
40340,"Fillmore County, MN",21237,21243,21331,21454,21522,County or equivalent
40340,"Olmsted County, MN",162850,163037,163742,164036,164784,County or equivalent
40340,"Wabasha County, MN",21384,21407,21515,21652,21683,County or equivalent
40380,"Rochester, NY",1065398,1062841,1060829,1054829,1052087,Metropolitan Statistical Area
40380,"Livingston County, NY",61840,61590,61691,61340,61158,County or equivalent
40380,"Monroe County, NY",759430,757551,755813,750887,748482,County or equivalent
40380,"Ontario County, NY",112485,112363,112661,112481,112494,County or equivalent
40380,"Orleans County, NY",40357,40135,39515,39163,39124,County or equivalent
40380,"Wayne County, NY",91286,91202,91149,90958,90829,County or equivalent
40420,"Rockford, IL",338788,338259,336506,334610,334124,Metropolitan Statistical Area
40420,"Boone County, IL",53451,53343,53173,53068,53202,County or equivalent
40420,"Winnebago County, IL",285337,284916,283333,281542,280922,County or equivalent
40580,"Rocky Mount, NC",143865,143932,143537,144209,145383,Metropolitan Statistical Area
40580,"Edgecombe County, NC",48898,48775,48333,48389,48832,County or equivalent
40580,"Nash County, NC",94967,95157,95204,95820,96551,County or equivalent
40660,"Rome, GA",98582,98583,98487,99437,100113,Metropolitan Statistical Area
40660,"Floyd County, GA",98582,98583,98487,99437,100113,County or equivalent
40900,"Sacramento-Roseville-Folsom, CA",2397388,2400029,2408702,2417259,2420608,Metropolitan Statistical Area
40900,"El Dorado County, CA",191189,191245,193704,192787,192215,County or equivalent
40900,"Placer County, CA",404745,405927,413047,418074,423561,County or equivalent
40900,"Sacramento County, CA",1585045,1586566,1588810,1584380,1584288,County or equivalent
40900,"Yolo County, CA",216409,216291,213141,222018,220544,County or equivalent
40980,"Saginaw, MI",190129,189882,189516,188373,187782,Metropolitan Statistical Area
40980,"Saginaw County, MI",190129,189882,189516,188373,187782,County or equivalent
41060,"St. Cloud, MN",199672,199835,200737,201751,202577,Metropolitan Statistical Area
41060,"Benton County, MN",41376,41355,41533,41509,41600,County or equivalent
41060,"Stearns County, MN",158296,158480,159204,160242,160977,County or equivalent
41100,"St. George, UT",180275,182015,191513,197730,202452,Metropolitan Statistical Area
41100,"Washington County, UT",180275,182015,191513,197730,202452,County or equivalent
41140,"St. Joseph, MO-KS",121471,121643,120784,119692,118475,Metropolitan Statistical Area
